# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
-5.47560296E+00

# df/dalpha_inf [rad]
 1.14429505E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
      58 ,       13 ,  1.02019620E+00 ,  9.60773739E-02 , -8.65133762E-05 , -4.31666519E-06
      59 ,       13 ,  1.04602987E+00 ,  6.94091443E-02 ,  2.17426565E-04 , -1.50704141E-05
      60 ,       13 ,  1.06275049E+00 ,  3.54274974E-02 ,  9.51733168E-04 ,  3.51861634E-03
      61 ,       13 ,  1.06517196E+00 , -1.77305240E-03 , -6.46778661E-03 , -7.81827899E-03
       1 ,       14 ,  1.07780623E+00 , -1.99447897E-03 ,  3.05609320E-03 , -3.60775084E-03
       2 ,       14 ,  1.07351333E+00 , -4.25806027E-02 ,  1.69841363E-03 ,  5.00189724E-04
       3 ,       14 ,  1.05507426E+00 , -7.92765317E-02 ,  2.78639304E-04 ,  2.57959720E-04
       4 ,       14 ,  1.02757059E+00 , -1.08248254E-01 ,  1.57437248E-04 , -4.56828296E-05
       5 ,       14 ,  9.95601416E-01 , -1.29791727E-01 ,  3.77366034E-05 , -2.06390507E-05
       6 ,       14 ,  9.61544050E-01 , -1.45829755E-01 ,  3.51962957E-05 , -1.67681973E-05
       7 ,       14 ,  9.26068680E-01 , -1.58243273E-01 ,  2.22869107E-05 ,  2.84376685E-06
       8 ,       14 ,  8.89000097E-01 , -1.68403145E-01 ,  1.71781135E-05 ,  1.55951184E-05
       9 ,       14 ,  8.49880550E-01 , -1.77199927E-01 ,  1.57239970E-05 ,  1.29597238E-05
      10 ,       14 ,  8.08272421E-01 , -1.85160580E-01 ,  1.96772525E-05 ,  7.00848606E-06
      11 ,       14 ,  7.63918259E-01 , -1.92540531E-01 , -8.50951777E-07 , -1.62817385E-05
      12 ,       14 ,  7.16816191E-01 , -1.99392120E-01 , -1.50890055E-04 , -6.93980695E-05
      13 ,       14 ,  6.67230053E-01 , -2.05630095E-01 ,  2.82814166E-04 , -7.45885531E-05
      14 ,       14 ,  6.15647437E-01 , -2.11102347E-01 ,  6.12457074E-05 ,  2.26237078E-04
      15 ,       14 ,  5.62704580E-01 , -2.15657247E-01 , -9.09176801E-05 , -5.48892182E-05
      16 ,       14 ,  5.09098945E-01 , -2.19191249E-01 ,  4.52591567E-06 , -2.24101044E-05
      17 ,       14 ,  4.55506205E-01 , -2.21664689E-01 , -5.94313011E-05 , -2.80624743E-05
      18 ,       14 ,  4.02512308E-01 , -2.23084604E-01 ,  9.21716740E-05 , -3.60819156E-06
      19 ,       14 ,  3.50566435E-01 , -2.23463461E-01 , -2.00396672E-04 ,  1.05166645E-04
      20 ,       14 ,  2.99957437E-01 , -2.22767327E-01 , -2.56522071E-04 , -1.19109331E-04
      21 ,       14 ,  2.50814228E-01 , -2.20865083E-01 ,  2.08306882E-05 , -7.19016578E-06
      22 ,       14 ,  2.03129750E-01 , -2.17484350E-01 ,  1.01237698E-03 ,  3.40061187E-04
      23 ,       14 ,  1.56809437E-01 , -2.12173428E-01 ,  4.17499194E-04 ,  1.04582064E-04
      24 ,       14 ,  1.11749579E-01 , -2.04265880E-01 , -1.05944970E-03 , -2.55473826E-04
      25 ,       14 ,  6.79589383E-02 , -1.92849489E-01 , -4.42694982E-04 , -2.68555351E-04
      26 ,       14 ,  2.57450417E-02 , -1.76759907E-01 ,  3.58735441E-04 , -3.18960013E-04
      27 ,       14 , -1.40182864E-02 , -1.54658574E-01 , -5.20839579E-04 ,  1.15258063E-04
      28 ,       14 , -4.95767578E-02 , -1.25310751E-01 , -2.01221914E-04 ,  5.69425888E-04
      29 ,       14 , -7.81154553E-02 , -8.81972841E-02 ,  6.43129926E-04 ,  6.99095409E-04
      30 ,       14 , -9.61084078E-02 , -4.44122472E-02 , -3.85588428E-03 , -1.72710584E-03
      31 ,       14 , -1.00563611E-01 ,  2.72276694E-03 ,  3.70086237E-03 , -1.20450582E-03
      32 ,       14 , -9.07355655E-02 ,  4.83169771E-02 , -2.53275616E-04 ,  2.00204185E-04
      33 ,       14 , -6.87939257E-02 ,  8.80796708E-02 , -3.48675677E-04 , -5.03273428E-04
      34 ,       14 , -3.85066476E-02 ,  1.19966227E-01 , -3.42556632E-04 ,  6.12442678E-05
      35 ,       14 , -3.33774093E-03 ,  1.44168623E-01 ,  3.72311270E-04 ,  1.07184953E-03
      36 ,       14 ,  3.44937844E-02 ,  1.62042007E-01 ,  9.83078191E-04 , -1.78073889E-04
      37 ,       14 ,  7.39467571E-02 ,  1.75155379E-01 ,  5.58579055E-04 , -2.12143960E-04
      38 ,       14 ,  1.14735311E-01 ,  1.84850667E-01 , -3.39068511E-04 ,  2.66871468E-04
      39 ,       14 ,  1.56949180E-01 ,  1.92143661E-01 , -5.32869569E-04 ,  1.10031028E-04
      40 ,       14 ,  2.00806153E-01 ,  1.97756638E-01 , -5.53463839E-05 , -1.15537308E-04
      41 ,       14 ,  2.46508278E-01 ,  2.02174107E-01 ,  1.51820737E-04 , -8.56867076E-05
      42 ,       14 ,  2.94161548E-01 ,  2.05688035E-01 ,  5.07088249E-05 , -3.12192251E-05
      43 ,       14 ,  3.43733159E-01 ,  2.08431924E-01 , -6.47151088E-05 ,  2.27238252E-07
      44 ,       14 ,  3.95033031E-01 ,  2.10412688E-01 ,  4.27248602E-05 , -5.62905317E-05
      45 ,       14 ,  4.47713324E-01 ,  2.11547962E-01 , -2.94019980E-05 , -1.97278728E-05
      46 ,       14 ,  5.01283134E-01 ,  2.11710872E-01 ,  8.13979047E-05 , -5.71667280E-05
      47 ,       14 ,  5.55137286E-01 ,  2.10777575E-01 ,  4.61763930E-05 ,  1.47393351E-05
      48 ,       14 ,  6.08599005E-01 ,  2.08667803E-01 ,  6.28449570E-06 ,  6.23135931E-05
      49 ,       14 ,  6.60975992E-01 ,  2.05366991E-01 , -3.53432088E-05 ,  4.95132243E-05
      50 ,       14 ,  7.11627826E-01 ,  2.00921332E-01 , -4.34588123E-05 , -1.05807522E-05
      51 ,       14 ,  7.60038833E-01 ,  1.95403734E-01 , -1.79069653E-05 , -3.44646688E-05
      52 ,       14 ,  8.05884897E-01 ,  1.88856511E-01 ,  2.44879245E-07 , -4.00189085E-06
      53 ,       14 ,  8.49076702E-01 ,  1.81221313E-01 , -1.62632515E-04 ,  3.01117583E-04
      54 ,       14 ,  8.89759010E-01 ,  1.72264019E-01 ,  1.52451263E-04 ,  1.63239074E-03
      55 ,       14 ,  9.28245516E-01 ,  1.61492125E-01 , -4.43491601E-04 , -1.07427595E-03
      56 ,       14 ,  9.64860865E-01 ,  1.48054268E-01 ,  1.04463769E-03 , -9.72815414E-04
      57 ,       14 ,  9.99628455E-01 ,  1.30633054E-01 ,  1.44435846E-04 , -5.64100088E-04
      58 ,       14 ,  1.03169835E+00 ,  1.07456640E-01 ,  2.78857340E-05 ,  6.86945441E-06
      59 ,       14 ,  1.05851899E+00 ,  7.68444914E-02 ,  1.66456629E-04 , -9.60401639E-05
      60 ,       14 ,  1.07546739E+00 ,  3.89289630E-02 ,  5.61107261E-04 ,  1.04145245E-03
      61 ,       14 ,  1.07780623E+00 , -1.99447897E-03 , -6.23910148E-03 , -3.42455773E-03
       1 ,       15 ,  1.09249363E+00 , -2.22038962E-03 ,  2.65379213E-03 , -2.72362904E-03
       2 ,       15 ,  1.08828553E+00 , -4.67588082E-02 ,  1.44502611E-03 ,  4.57917558E-04
       3 ,       15 ,  1.06958699E+00 , -8.76316717E-02 ,  2.69136968E-04 ,  3.03825004E-04
       4 ,       15 ,  1.04109007E+00 , -1.20812263E-01 ,  1.34301071E-04 , -1.02040952E-04
       5 ,       15 ,  1.00743125E+00 , -1.46114660E-01 ,  2.12433533E-05 , -3.39363068E-06
       6 ,       15 ,  9.71343819E-01 , -1.65205294E-01 ,  2.34853509E-05 , -1.69018519E-05
       7 ,       15 ,  9.33849650E-01 , -1.79963906E-01 ,  1.38274391E-05 , -1.71604414E-06
       8 ,       15 ,  8.94998838E-01 , -1.91865169E-01 ,  1.41872395E-05 ,  1.36429248E-05
       9 ,       15 ,  8.54441524E-01 , -2.01913570E-01 ,  1.52084501E-05 ,  1.38013227E-05
      10 ,       15 ,  8.11763602E-01 , -2.10733990E-01 ,  1.55922491E-05 ,  5.50564773E-06
      11 ,       15 ,  7.66673018E-01 , -2.18667101E-01 , -1.67018091E-05 , -1.73612993E-05
      12 ,       15 ,  7.19097507E-01 , -2.25844405E-01 , -1.19663490E-04 , -5.27558771E-05
      13 ,       15 ,  6.69216766E-01 , -2.32253739E-01 ,  2.44561922E-04 , -7.28012158E-05
      14 ,       15 ,  6.17439016E-01 , -2.37804064E-01 ,  5.24636203E-05 ,  1.98830289E-04
      15 ,       15 ,  5.64335692E-01 , -2.42385817E-01 , -2.49943587E-05 , -3.50637581E-05
      16 ,       15 ,  5.10554024E-01 , -2.45914733E-01 , -2.03012929E-05 , -2.14907172E-05
      17 ,       15 ,  4.56727694E-01 , -2.48348406E-01 , -2.76589059E-05 , -7.51338007E-06
      18 ,       15 ,  4.03401331E-01 , -2.49673315E-01 ,  6.89518295E-05 , -2.32227713E-05
      19 ,       15 ,  3.50978547E-01 , -2.49869149E-01 , -1.27387382E-04 ,  6.48587927E-05
      20 ,       15 ,  2.99697898E-01 , -2.48861842E-01 , -2.29210585E-04 , -7.30300924E-06
      21 ,       15 ,  2.49637262E-01 , -2.46475223E-01 ,  3.12560233E-04 ,  1.93011356E-04
      22 ,       15 ,  2.00745464E-01 , -2.42386020E-01 ,  1.20229876E-03 ,  2.93289687E-04
      23 ,       15 ,  1.52901333E-01 , -2.36081894E-01 ,  3.20277101E-04 , -1.51258789E-04
      24 ,       15 ,  1.06005630E-01 , -2.26821466E-01 , -8.31240229E-04 , -1.14038100E-04
      25 ,       15 ,  6.01193612E-02 , -2.13603052E-01 , -1.41557672E-04 , -3.96022567E-04
      26 ,       15 ,  1.56677413E-02 , -1.95170394E-01 ,  3.10489051E-04 , -1.63176580E-04
      27 ,       15 , -2.62834886E-02 , -1.70123283E-01 , -3.45300109E-04 ,  4.00489974E-04
      28 ,       15 , -6.37358624E-02 , -1.37246823E-01 , -1.33044510E-04 ,  4.93164692E-04
      29 ,       15 , -9.36526127E-02 , -9.61597611E-02 ,  8.29254126E-04 ,  5.43519962E-04
      30 ,       15 , -1.12409147E-01 , -4.81695222E-02 , -3.43044171E-03 , -1.03081947E-03
      31 ,       15 , -1.17053475E-01 ,  3.24515635E-03 ,  2.95068723E-03 , -1.00614230E-03
      32 ,       15 , -1.06882184E-01 ,  5.31578517E-02 , -2.63317682E-04 ,  1.13900549E-04
      33 ,       15 , -8.40071219E-02 ,  9.71818648E-02 , -5.93139343E-05 , -5.78636663E-04
      34 ,       15 , -5.21765497E-02 ,  1.33048651E-01 , -5.57782166E-04 , -4.25809080E-04
      35 ,       15 , -1.50030760E-02 ,  1.60711727E-01 ,  6.19308047E-05 ,  4.16975542E-04
      36 ,       15 ,  2.50323094E-02 ,  1.81410335E-01 , -1.05906205E-05 , -1.64285025E-05
      37 ,       15 ,  6.66375013E-02 ,  1.96730639E-01 ,  4.35591437E-04 , -1.67005209E-04
      38 ,       15 ,  1.09353152E-01 ,  2.08101187E-01 ,  1.10493434E-04 ,  1.34522803E-04
      39 ,       15 ,  1.53178997E-01 ,  2.16637488E-01 , -4.55953058E-04 ,  4.38285098E-05
      40 ,       15 ,  1.98308462E-01 ,  2.23148586E-01 , -2.85013194E-04 ,  4.40100588E-07
      41 ,       15 ,  2.44964510E-01 ,  2.28188302E-01 ,  1.22109073E-04 , -2.38911608E-04
      42 ,       15 ,  2.93301958E-01 ,  2.32104974E-01 ,  1.54223378E-04 ,  1.23868565E-04
      43 ,       15 ,  3.43350216E-01 ,  2.35081126E-01 , -5.41165667E-05 ,  4.79772700E-05
      44 ,       15 ,  3.94982984E-01 ,  2.37168331E-01 ,  3.06495936E-05 , -1.58064955E-05
      45 ,       15 ,  4.47909505E-01 ,  2.38324183E-01 , -9.84366777E-05 ,  5.04561134E-06
      46 ,       15 ,  5.01685635E-01 ,  2.38454097E-01 ,  1.17126606E-04 , -2.77995171E-05
      47 ,       15 ,  5.55744088E-01 ,  2.37454568E-01 ,  2.57353604E-05 ,  5.86395447E-05
      48 ,       15 ,  6.09442876E-01 ,  2.35249332E-01 , -3.24276611E-06 ,  6.24339697E-05
      49 ,       15 ,  6.62129475E-01 ,  2.31808120E-01 , -3.83088331E-05 ,  9.20661300E-06
      50 ,       15 ,  7.13215227E-01 ,  2.27140395E-01 , -3.87012668E-05 , -2.90520597E-05
      51 ,       15 ,  7.62249909E-01 ,  2.21262764E-01 , -2.66269048E-06 , -2.45632983E-05
      52 ,       15 ,  8.08981397E-01 ,  2.14145422E-01 ,  2.15913140E-05 , -9.52752934E-06
      53 ,       15 ,  8.53382540E-01 ,  2.05645860E-01 , -4.25478379E-04 ,  5.38951617E-04
      54 ,       15 ,  8.95627962E-01 ,  1.95434377E-01 ,  1.63309078E-03 ,  2.51276250E-03
      55 ,       15 ,  9.36003358E-01 ,  1.82908602E-01 , -1.23109936E-04 , -3.34983864E-03
      56 ,       15 ,  9.74717658E-01 ,  1.67095335E-01 ,  1.22506605E-03 , -7.22833813E-04
      57 ,       15 ,  1.01155783E+00 ,  1.46575701E-01 ,  2.16850005E-04 , -4.83394093E-04
      58 ,       15 ,  1.04531561E+00 ,  1.19595210E-01 ,  6.53505425E-05 , -1.85103133E-06
      59 ,       15 ,  1.07309540E+00 ,  8.47516247E-02 ,  1.74940859E-04 , -1.14218598E-04
      60 ,       15 ,  1.09026759E+00 ,  4.26602528E-02 ,  5.83125756E-04 ,  1.22692646E-03
      61 ,       15 ,  1.09249363E+00 , -2.22038962E-03 , -5.18613303E-03 , -3.78696831E-03
       1 ,       16 ,  1.10956898E+00 , -2.44685660E-03 ,  2.31190142E-03 , -1.90477491E-03
       2 ,       16 ,  1.10548825E+00 , -5.12033852E-02 ,  1.29501023E-03 ,  4.42904686E-04
       3 ,       16 ,  1.08654905E+00 , -9.65247424E-02 ,  3.09038612E-04 ,  2.77455876E-04
       4 ,       16 ,  1.05709299E+00 , -1.34222870E-01 ,  1.09915935E-04 , -9.17455297E-05
       5 ,       16 ,  1.02173829E+00 , -1.63664854E-01 , -1.57694646E-05 ,  4.99658025E-05
       6 ,       16 ,  9.83517271E-01 , -1.86222260E-01 ,  2.19703365E-06 , -6.10472231E-06
       7 ,       16 ,  9.43799424E-01 , -2.03721409E-01 ,  4.23635593E-06 , -6.57034578E-06
       8 ,       16 ,  9.02887964E-01 , -2.17714286E-01 ,  1.13777575E-05 ,  7.69710891E-06
       9 ,       16 ,  8.60575944E-01 , -2.29315039E-01 ,  1.65563435E-05 ,  1.18636101E-05
      10 ,       16 ,  8.16506089E-01 , -2.39250345E-01 ,  2.02855426E-05 ,  4.11585392E-06
      11 ,       16 ,  7.70380620E-01 , -2.47949260E-01 ,  7.59828545E-06 , -1.58133938E-05
      12 ,       16 ,  7.22077634E-01 , -2.55622660E-01 , -7.14596518E-05 , -2.82566602E-05
      13 ,       16 ,  6.71701132E-01 , -2.62330546E-01 ,  1.83061120E-04 , -4.81803036E-05
      14 ,       16 ,  6.19574755E-01 , -2.68043294E-01 ,  5.22247357E-05 ,  1.34433278E-04
      15 ,       16 ,  5.66189230E-01 , -2.72695915E-01 , -1.42277839E-05 ,  2.70187481E-06
      16 ,       16 ,  5.12120448E-01 , -2.76227345E-01 , -5.47256357E-05 , -2.11787358E-05
      17 ,       16 ,  4.57939269E-01 , -2.78596369E-01 ,  9.70476788E-05 , -2.64682270E-05
      18 ,       16 ,  4.04132410E-01 , -2.79771766E-01 ,  3.99987344E-05 , -3.89689621E-05
      19 ,       16 ,  3.51047829E-01 , -2.79701681E-01 ,  1.19478708E-04 , -1.64519697E-04
      20 ,       16 ,  2.98871051E-01 , -2.78271218E-01 , -9.88208950E-05 , -6.22333198E-05
      21 ,       16 ,  2.47633296E-01 , -2.75256291E-01 ,  6.26369287E-04 ,  2.85758156E-04
      22 ,       16 ,  1.97249795E-01 , -2.70277667E-01 ,  1.15022912E-03 ,  4.32694759E-04
      23 ,       16 ,  1.47588278E-01 , -2.62755760E-01 ,  1.14879798E-04 ,  6.76741575E-05
      24 ,       16 ,  9.85733722E-02 , -2.51868101E-01 , -6.27390703E-04 , -7.36876671E-06
      25 ,       16 ,  5.03402860E-02 , -2.36521626E-01 ,  1.16068321E-04 , -4.02472044E-04
      26 ,       16 ,  3.45326191E-03 , -2.15375494E-01 , -1.89482797E-04 , -2.00177945E-04
      27 ,       16 , -4.08163459E-02 , -1.86987795E-01 , -2.93833898E-04 ,  2.06283139E-04
      28 ,       16 , -8.02296093E-02 , -1.50191826E-01 , -1.03935734E-04 ,  3.34528158E-04
      29 ,       16 , -1.11552138E-01 , -1.04765498E-01 ,  9.69256816E-04 ,  4.57172090E-04
      30 ,       16 , -1.31089907E-01 , -5.22287684E-02 , -3.04325805E-03 , -5.40415824E-04
      31 ,       16 , -1.35942350E-01 ,  3.79650600E-03 ,  2.32039125E-03 , -8.39651275E-04
      32 ,       16 , -1.25444685E-01 ,  5.83529907E-02 , -2.73895005E-04 ,  1.49345426E-04
      33 ,       16 , -1.01648085E-01 ,  1.06976248E-01 ,  3.40913396E-05 , -2.01294719E-04
      34 ,       16 , -6.82631738E-02 ,  1.47191689E-01 , -5.10301192E-04 , -3.97952975E-04
      35 ,       16 , -2.90191600E-02 ,  1.78710506E-01 ,  3.15889093E-04 ,  1.78873774E-04
      36 ,       16 ,  1.33620819E-02 ,  2.02628732E-01 ,  1.62148262E-04 ,  4.71879490E-04
      37 ,       16 ,  5.73347305E-02 ,  2.20520035E-01 ,  4.09614051E-04 ,  4.59808297E-05
      38 ,       16 ,  1.02246835E-01 ,  2.33882752E-01 ,  6.22383023E-04 , -1.20480877E-04
      39 ,       16 ,  1.47983687E-01 ,  2.43928650E-01 , -1.37704869E-04 ,  7.35997779E-05
      40 ,       16 ,  1.94690605E-01 ,  2.51557541E-01 , -5.00981144E-04 ,  1.28594782E-04
      41 ,       16 ,  2.42590795E-01 ,  2.57398507E-01 , -5.99676965E-05 , -5.73487503E-05
      42 ,       16 ,  2.91871813E-01 ,  2.61861162E-01 ,  7.94426843E-05 , -9.98216254E-06
      43 ,       16 ,  3.42615414E-01 ,  2.65180071E-01 , -8.18587121E-06 , -7.89525438E-05
      44 ,       16 ,  3.94756700E-01 ,  2.67452994E-01 ,  8.90867603E-06 , -5.23604282E-06
      45 ,       16 ,  4.48067368E-01 ,  2.68678086E-01 , -3.54776902E-05 ,  1.58380693E-05
      46 ,       16 ,  5.02162291E-01 ,  2.68792963E-01 ,  1.30093101E-04 , -7.72675288E-05
      47 ,       16 ,  5.56529476E-01 ,  2.67713472E-01 ,  1.59885731E-05 ,  6.10647288E-05
      48 ,       16 ,  6.10581871E-01 ,  2.65365275E-01 , -3.26140708E-06 ,  4.12144131E-05
      49 ,       16 ,  6.63726360E-01 ,  2.61699487E-01 , -2.46595225E-05 , -9.88657844E-06
      50 ,       16 ,  7.15440940E-01 ,  2.56685886E-01 , -2.71236808E-05 , -9.63139218E-06
      51 ,       16 ,  7.65346427E-01 ,  2.50282517E-01 ,  2.92412978E-06 ,  5.78756269E-06
      52 ,       16 ,  8.13255916E-01 ,  2.42385796E-01 ,  6.99279110E-05 , -3.46438655E-05
      53 ,       16 ,  8.59185371E-01 ,  2.32766864E-01 , -2.38473850E-04 ,  6.30652346E-04
      54 ,       16 ,  9.03310855E-01 ,  2.20996929E-01 ,  2.77417997E-03 ,  4.33356802E-03
      55 ,       16 ,  9.45855797E-01 ,  2.06361304E-01 , -5.62315307E-03 , -4.13343514E-03
      56 ,       16 ,  9.86877243E-01 ,  1.87771974E-01 ,  2.10687131E-03 , -1.00809204E-03
      57 ,       16 ,  1.02589841E+00 ,  1.63737997E-01 ,  3.80558239E-04 , -2.29458305E-04
      58 ,       16 ,  1.06135959E+00 ,  1.32575295E-01 ,  9.10384191E-05 ,  3.89661355E-05
      59 ,       16 ,  1.09008051E+00 ,  9.31950680E-02 ,  1.25645022E-04 , -1.47295596E-04
      60 ,       16 ,  1.10747763E+00 ,  4.66567989E-02 ,  4.59798041E-04 ,  8.47908408E-04
      61 ,       16 ,  1.10956898E+00 , -2.44685660E-03 , -4.51109644E-03 , -3.19153694E-03
       1 ,       17 ,  1.12941382E+00 , -2.66879203E-03 ,  2.01426763E-03 , -1.22833288E-03
       2 ,       17 ,  1.12549803E+00 , -5.59422716E-02 ,  1.15017167E-03 ,  4.25827822E-04
       3 ,       17 ,  1.10633346E+00 , -1.06015146E-01 ,  3.47953228E-04 ,  2.21528900E-04
       4 ,       17 ,  1.07594437E+00 , -1.48562163E-01 ,  8.00375800E-05 , -5.74049392E-05
       5 ,       17 ,  1.03888944E+00 , -1.82539660E-01 , -2.95331184E-05 ,  8.86334344E-05
       6 ,       17 ,  9.98444594E-01 , -2.08999835E-01 , -2.06251796E-05 ,  7.80702671E-06
       7 ,       17 ,  9.56312447E-01 , -2.29667335E-01 , -3.39473355E-06 , -8.56509223E-06
       8 ,       17 ,  9.13068231E-01 , -2.46139609E-01 ,  7.45350472E-06 , -8.87497275E-07
       9 ,       17 ,  8.68678176E-01 , -2.59630325E-01 ,  1.38220531E-05 ,  5.23435667E-06
      10 ,       17 ,  8.22872288E-01 , -2.70969294E-01 ,  1.82582154E-05 , -1.41100776E-06
      11 ,       17 ,  7.75374339E-01 , -2.80677336E-01 , -9.18981319E-06 , -2.60703981E-05
      12 ,       17 ,  7.26034433E-01 , -2.89045881E-01 , -3.02127246E-05 , -1.19617402E-05
      13 ,       17 ,  6.74893321E-01 , -2.96206121E-01 ,  1.17483882E-04 , -9.67858663E-06
      14 ,       17 ,  6.22190700E-01 , -3.02188668E-01 ,  2.29872046E-05 ,  6.04206733E-05
      15 ,       17 ,  5.68326096E-01 , -3.06973402E-01 ,  1.38671036E-05 , -2.05237818E-05
      16 ,       17 ,  5.13786499E-01 , -3.10524594E-01 , -2.18466781E-05 ,  2.44309694E-06
      17 ,       17 ,  4.59060835E-01 , -3.12805484E-01 ,  2.28535773E-04 , -1.58934823E-05
      18 ,       17 ,  4.04562163E-01 , -3.13770396E-01 , -1.53216136E-04 ,  4.76460447E-05
      19 ,       17 ,  3.50573502E-01 , -3.13338046E-01 , -8.03009939E-05 , -2.25526820E-05
      20 ,       17 ,  2.97225621E-01 , -3.11352845E-01 ,  1.08860680E-04 ,  1.49133914E-04
      21 ,       17 ,  2.44508509E-01 , -3.07540424E-01 ,  7.64335910E-04 ,  2.91211604E-04
      22 ,       17 ,  1.92315173E-01 , -3.01460829E-01 ,  2.34267797E-04 ,  1.64485337E-05
      23 ,       17 ,  1.40518266E-01 , -2.92461230E-01 , -7.63149095E-04 , -1.61555038E-04
      24 ,       17 ,  8.90858121E-02 , -2.79633445E-01 , -5.46749301E-04 , -8.94082646E-05
      25 ,       17 ,  3.82484965E-02 , -2.61793883E-01 ,  1.93356140E-04 , -2.65997239E-04
      26 ,       17 , -1.12713798E-02 , -2.37527925E-01 , -3.03188858E-04 ,  8.14702634E-05
      27 ,       17 , -5.79875061E-02 , -2.05374212E-01 , -1.47045451E-04 ,  3.75414610E-04
      28 ,       17 , -9.94289141E-02 , -1.64241327E-01 , -8.37019144E-05 ,  2.89772908E-04
      29 ,       17 , -1.32189078E-01 , -1.14083139E-01 ,  1.06773418E-03 ,  4.30768634E-04
      30 ,       17 , -1.52530343E-01 , -5.66282545E-02 , -2.70708678E-03 , -2.33724661E-04
      31 ,       17 , -1.57611601E-01 ,  4.37155527E-03 ,  1.80167310E-03 , -6.94701533E-04
      32 ,       17 , -1.46802844E-01 ,  6.39323271E-02 , -2.65384979E-04 ,  1.37633752E-04
      33 ,       17 , -1.22092664E-01 ,  1.17524826E-01 ,  3.00089273E-05 , -1.41075915E-04
      34 ,       17 , -8.71402936E-02 ,  1.62484778E-01 , -2.25121462E-04 , -4.56284425E-04
      35 ,       17 , -4.57625348E-02 ,  1.98281400E-01 ,  1.07810380E-04 , -3.70672839E-05
      36 ,       17 , -8.98649097E-04 ,  2.25845129E-01 ,  1.69162596E-04 ,  5.10584817E-04
      37 ,       17 ,  4.56545630E-02 ,  2.46708040E-01 , -5.57234148E-05 , -6.10220382E-05
      38 ,       17 ,  9.30379393E-02 ,  2.62418357E-01 ,  4.67903057E-04 , -1.50079289E-04
      39 ,       17 ,  1.41000275E-01 ,  2.74277134E-01 ,  3.54812386E-04 , -3.77737499E-05
      40 ,       17 ,  1.89616048E-01 ,  2.83276827E-01 , -5.03459621E-04 ,  1.31662534E-04
      41 ,       17 ,  2.39088206E-01 ,  2.90127116E-01 , -2.42087405E-04 ,  3.01359442E-05
      42 ,       17 ,  2.89620199E-01 ,  2.95303944E-01 ,  6.15517620E-05 , -1.80718246E-04
      43 ,       17 ,  3.41334442E-01 ,  2.99097011E-01 ,  1.60958706E-04 ,  1.06166316E-04
      44 ,       17 ,  3.94222551E-01 ,  3.01651212E-01 , -4.95749395E-05 , -2.01273408E-05
      45 ,       17 ,  4.48121666E-01 ,  3.03004645E-01 ,  8.25612844E-05 ,  8.11000168E-05
      46 ,       17 ,  5.02716351E-01 ,  3.03125591E-01 ,  1.43157157E-04 , -7.27197437E-05
      47 ,       17 ,  5.57566484E-01 ,  3.01947293E-01 , -1.78860700E-06 ,  4.58099894E-05
      48 ,       17 ,  6.12159187E-01 ,  2.99395300E-01 , -1.99524712E-05 , -6.57150846E-07
      49 ,       17 ,  6.65978249E-01 ,  2.95400368E-01 , -1.21739544E-05 , -3.12888369E-05
      50 ,       17 ,  7.18579325E-01 ,  2.89891439E-01 , -1.76811915E-05 ,  1.37818602E-06
